iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"1","Sendinblue","Update a contact","PUT","https://api.sendinblue.com/v3/contacts/4","Unauthorized","401","78","50","Update request contains data, Request body is valid JSON, Update response contains data, No server-side error occurred, Response time is acceptable","Contact ID exists",,"6","5","1","0"
"1","Sendinblue","Get email campaigns' statistics for a contact","GET","https://api.sendinblue.com/v3/contacts/3/campaignStats?","Unauthorized","401","81","50","Campaign statistics are returned, Statistics response is valid JSON, Response time is acceptable",,,"3","3","0","0"
"1","Sendinblue","Get all folders","GET","https://api.sendinblue.com/v3/contacts/folders","Unauthorized","401","83","50","Folders response is returned, Response time is acceptable, Response is JSON","Response contains folders, Folders collection is an array",,"5","3","2","0"
"1","Sendinblue","Create a folder","POST","https://api.sendinblue.com/v3/contacts/folders","Unauthorized","401","84","50","Folders response is returned, Response time is acceptable, Response is JSON","Response contains folders, Folders ID is a number",,"5","3","2","0"
"1","Sendinblue","Returns a folder's details","GET","https://api.sendinblue.com/v3/contacts/folders/","Unauthorized","401","86","50","Folder details are returned, Response time is acceptable","Folder contains an ID, Returned folder ID matches requested folder, Folder contains a name",,"5","2","3","0"
"1","Sendinblue","Update a folder","PUT","https://api.sendinblue.com/v3/contacts/folders/","Unauthorized","401","78","50","Update request contains data, Request body is valid JSON, Updated folder data is returned, No server-side error occurred, Response time is acceptable","Folder ID exists",,"6","5","1","0"
"1","Sendinblue","Delete a folder (and all its lists)","DELETE","https://api.sendinblue.com/v3/contacts/folders/","Unauthorized","401","81","50","No server-side error occurred, Response time is acceptable","Folder ID exists before deletion",,"3","2","1","0"
"1","Sendinblue","Get lists in a folder","GET","https://api.sendinblue.com/v3/contacts/folders/5/lists?","Unauthorized","401","76","50","Folder lists response is returned, Folder ID used in request exists, Response time is acceptable",,,"3","3","0","0"
"1","Sendinblue","Get all the lists","GET","https://api.sendinblue.com/v3/contacts/lists","Unauthorized","401","80","50","Folder lists response is returned, Folder ID used in request exists, Response time is acceptable","Response contains lists, Lists collection is an array",,"5","3","2","0"
"1","Sendinblue","Create a list","POST","https://api.sendinblue.com/v3/contacts/lists","Unauthorized","401","79","50","List creation response is returned, Response time is acceptable","List ID is returned",,"3","2","1","0"
"1","Sendinblue","Get contacts in a list","GET","https://api.sendinblue.com/v3/contacts/lists//contacts","Unauthorized","401","82","50","Contacts response is returned, List ID exists, Response time is acceptable","Response contains contacts, Contacts collection is an array",,"5","3","2","0"
"1","Sendinblue","Add existing contacts to a list","POST","https://api.sendinblue.com/v3/contacts/lists//contacts/add","Unauthorized","401","80","50","Request contains contact data, Request body is valid JSON, No server-side error occurred, Add contacts response contains confirmation, Response time is acceptable",,,"5","5","0","0"
"1","Sendinblue","Delete a contact from a list","POST","https://api.sendinblue.com/v3/contacts/lists/14/contacts/remove","Unauthorized","401","81","50","Request contains contact data, No server-side error occurred, Removal response contains confirmation, Response time is acceptable",,,"4","4","0","0"
"1","Sendinblue","Get a list's details","GET","https://api.sendinblue.com/v3/contacts/lists/","Unauthorized","401","79","50","List details are returned, Response time is acceptable","List contains an ID, Returned list ID matches requested list, List contains a name",,"5","2","3","0"
"1","Sendinblue","Update a list","PUT","https://api.sendinblue.com/v3/contacts/lists/","Unauthorized","401","78","50","Update request contains data, Request body is valid JSON, Updated list data is returned, No server-side error occurred, Response time is acceptable","List ID exists",,"6","5","1","0"
"1","Sendinblue","Delete a list","DELETE","https://api.sendinblue.com/v3/contacts/lists/","Unauthorized","401","80","50","No server-side error occurred, Response time is acceptable",,,"2","2","0","0"
"1","Sendinblue","List all attributes","GET","https://api.sendinblue.com/v3/contacts/attributes","Unauthorized","401","76","50","Attributes response is returned, Response is valid JSON, Response time is acceptable","Response contains attributes, Attributes collection is an array",,"5","3","2","0"
"1","Sendinblue","Update contact attribute","PUT","https://api.sendinblue.com/v3/contacts/attributes//","Unauthorized","401","78","50","Update request contains data, Update request body is valid JSON, No server-side error occurred, Update response contains data, Response time is acceptable","Attribute name exists",,"6","5","1","0"
"1","Sendinblue","Create contact attribute","POST","https://api.sendinblue.com/v3/contacts/attributes//","Unauthorized","401","79","50","Attribute request contains data, Attribute type is provided, No server-side error occurred, Attribute creation response is returned, Created attribute contains identifying data, Response time is acceptable",,,"6","6","0","0"
"1","Sendinblue","Delete an attribute","DELETE","https://api.sendinblue.com/v3/contacts/attributes//","Unauthorized","401","80","50","No server-side error occurred, Delete response is valid, Response time is acceptable","Attribute name exists before deletion",,"4","3","1","0"
"1","Sendinblue","Send a transactional email","POST","https://api.sendinblue.com/v3/smtp/email","Unauthorized","401","76","72","Response body is not empty, Response Content-Type is JSON, Response body is an object, Response does not contain an error, Response time is less than 3000ms","Response contains a message or email identifier",,"6","5","1","0"
"1","Sendinblue","Get the list of transactional emails on the basis of allowed filters","GET","https://api.sendinblue.com/v3/smtp/emails?email=ade16@gmail.com","Unauthorized","401","80","50","Response Content-Type is JSON, Transactional email records contain expected data, Response does not contain an error, Response time is less than 3000ms",,,"4","4","0","0"
"1","Sendinblue","Delete scheduled emails by batchId or messageId","DELETE","https://api.sendinblue.com/v3/smtp/email/","Unauthorized","401","77","50","Request does not return a server error, Response does not contain an unexpected error, Deletion response contains acknowledgement when applicable, Response time is less than 3000ms",,,"4","4","0","0"
"1","Sendinblue","Get the personalized content of a sent transactional email","GET","https://api.sendinblue.com/v3/smtp/emails/","Unauthorized","401","79","50","Response body is not empty, Response Content-Type is JSON, Personalized content is returned as an object, Personalized email content is not empty, Response does not contain an error, Response time is less than 3000ms","Response contains personalized email content",,"7","6","1","0"
"1","Sendinblue","Fetch scheduled emails by batchId or messageId","GET","https://api.sendinblue.com/v3/smtp/emailStatus/4320f270-a4e3-4a2e-b591-edfe30a5e627?startDate=2022-02-02&endDate=2022-03-02&sort=desc&status=queued&limit=100&offset=0","Unauthorized","401","79","50","Response Content-Type is JSON, Response body is not empty, Response contains scheduled email data, Scheduled email contains an identifier, Response does not contain an error, Response time is less than 3000ms",,,"6","6","0","0"
"1","Sendinblue","Get the list of email templates","GET","https://api.sendinblue.com/v3/smtp/templates","Unauthorized","401","72","50","Response Content-Type is JSON, Response body is not empty, Each returned template contains an identifier, Response time is less than 3000ms","Status code is successful, Response contains email templates",,"6","4","2","0"
"1","Sendinblue","Create an email template","POST","https://api.sendinblue.com/v3/smtp/templates","Unauthorized","401","77","50","Response Content-Type is JSON, Response body is not empty, Response time is less than 3000ms","Status code is 201 Created, Created template contains an ID, Template ID is a number, Response does not contain an error code",,"7","3","4","0"
"1","Sendinblue","Returns the template information","GET","https://api.sendinblue.com/v3/smtp/templates/","Unauthorized","401","78","50","Response Content-Type is JSON, Template information is not empty, Response time is less than 3000ms","Template information request is successful, Template contains an identifier, Template contains a name, Template contains email content",,"7","3","4","0"
"1","Sendinblue","Update an email template","PUT","https://api.sendinblue.com/v3/smtp/templates/","Unauthorized","401","75","50","Response time is less than 3000ms","Status code is 204 No Content",,"2","1","1","0"
